Unique name,superclass 1
bevelled end wall thickness design,bevelled end wall thickness
binding fraction,ratio
blast pressure,dynamic pressure
blocking temperature,indirect property
boiling temperature,indirect property
boiling temperature at standard conditions,boiling temperature
bolt circle diameter,diameter
bolt hole diameter,diameter
bolt length,shape dimension
boltzmann constant,property
bragg angle,property
brake force,indirect property
brake horsepower,indirect property
breakdown torque,torque
breakdown torque multiplier,ratio
brinell hardness,hardness
bubble point,indirect property
buckling resistance,indirect property
built-up back pressure,back pressure
bulk density,indirect property
bulk modulus,indirect property
bulk volume,indirect property
burgers vector,indirect property
burst pressure,indirect property
cable armour cross section area,cross section area
cable lower limit bending radius,radius
calculated absolute open flow,indirect property
calculated area,indirect property
calculated average height,average height
calculated beta ratio,indirect property
calculated customary unit valve flow coefficient,calculated valve flow coefficient
calculated differential pressure range,range
calculated metric valve flow coefficient,calculated valve flow coefficient
calculated valve flow coefficient,valve flow coefficient
calculated valve flow coefficient range,valve flow coefficient range
calculated weight,weight
calibrated range,range
calorific value gas volume,indirect property
calorific value mass basis,indirect property
calorific value mole basis,indirect property
calorific value solid liquid vol,indirect property
canonical partition function,property
capacitance,property
capacitance of a capacitor,indirect property
capacity (volume flow rate),indirect property
capacity (volume),indirect property
carrier life time,indirect property
celestial latitude,indirect property
celestial longitude,indirect property
centre of buoyancy,indirect property
centre of gravity,indirect property
centroid ref x axis,straight linear distance
centroid ref y axis,straight linear distance
change interval,indirect property
characteristic impedance of a medium,indirect property
charge number of ion,ratio
charging current of a capacitor,indirect property
charging of a capacitor,indirect property
check interval,indirect property
chemical energy,indirect property
chemical potential of b,indirect property
CIE colometric functions,property
circumference,length of path
clearance,straight linear distance
closing pressure,indirect property
cloud point,indirect property
coefficient of heat transfer,property
coherence length,shape dimension
cold filter plugging point,indirect property
cold locked rotor time,indirect property
commissioning date,indirect property
compressibility,property
compression ratio,indirect property
compton wavelength,indirect property
concentration,property
concentration mass per mass,concentration
concentration mass per volume,concentration
concentration mol per mol,concentration
concentration mole per volume,concentration
concentration of b,concentration
concentration volume per mole,concentration
concentration volume per volume,concentration
condemnation rate,indirect property
conductance,property
conductance (for alternating current),indirect property
conductance (for direct current),indirect property
conductivity,property
"conductivity, fluid in lower phase",indirect property
"conductivity, fluid in upper phase",indirect property
constant back pressure,back pressure
contact gap,gap
contact rating,property
continuous current-carrying capacity of a conductor,indirect property
controllable valve flow coefficient,valve flow coefficient
controllable valve flow coefficient range,valve flow coefficient range
conventional operating current,indirect property
conventional touch voltage limit,touch voltage
corrosion allowance,indirect property
corrosion rate,indirect property
count,property
count rate,indirect property
counter bore diameter,inside diameter
coupling factor,ratio
coupling rating,indirect property
cowling number,property
creation date,indirect property
critical pressure,indirect property
cross section area,indirect property
cross-section,property
cubic expansion coefficient,property
curie temperature,indirect property
current at delta connection,indirect property
current at star connection,indirect property
current density of particles,indirect property
current in a fault,indirect property
current in the short circuit,indirect property
current when activated,indirect property
current when not activated,indirect property
curvature,indirect property
customary unit valve flow coefficient,valve flow coefficient
cyclotron angular frequency,indirect property
cylinder diameter,inside diameter
damping coefficient,property
dc power supply voltage range,supply voltage range
dead time,indirect property
deadband range,range
debye angular frequency,indirect property
debye angular repetency,indirect property
debye temperature,indirect property
debye-waller factor,indirect property
decay constant,property
deflection,straight linear distance
degree of dissociation,indirect property
delivery date,indirect property
delivery price,indirect property
demulsibility,property
density,property
density at flow condition,indirect property
density at lower limit differential pressure,indirect property
density at lower limit flow rate,density at flow condition
density at upper limit differential pressure,indirect property
density at upper limit flow rate,density at flow condition
density gas,indirect property
density liquid,indirect property
density of states,indirect property
density solid,indirect property
design angle elbow,indirect property
design current of a circuit,indirect property
design inside diameter,inside diameter
design length center end outlet end cross,indirect property
design length center end outlet end tee,indirect property
design length center end run end cross,indirect property
design length center end run tee,indirect property
design length center to base for flanged base fitting,indirect property
design length end to end,end to end length
design outside diameter,diameter
design pressure,indirect property
design ring joint groove angle,ring joint groove angle
design ring joint groove depth,ring joint groove depth
design ring joint groove pitch diameter,ring joint groove pitch diameter
design ring joint groove width,ring joint groove width
design ring joint raised portion height,ring joint raised portion height
design temperature,indirect property
design thickness of flanged end,thickness
design wall thickness of flanged fitting,indirect property
detection threshold,indirect property
dew point,indirect property
diameter,straight linear distance
diameter range,shape dimension
dielectric hysteresis,hysteresis
differential head,head
differential pressure range,range
diffusion area,indirect property
diffusion coefficient,property
diffusion coefficient for neutron fluence rate,indirect property
diffusion coefficient for neutron number density,indirect property
diffusion length,indirect property
diffusion length (solide state physics),indirect property
direction,property
direction angle,indirect property
directional spectral emissivity,ratio
discharge pressure,indirect property
discharge time,indirect property
discharging current of a capacitor,indirect property
discharging of a capacitor,indirect property
displacement per revolution,indirect property
displacement vector of ion or atom,indirect property
dissipation factor,ratio
distance,indirect property
distance between plates,straight linear distance
distance between point of tension and compression,straight linear distance
distance covered,length of path
distance from nearest upstream marker,length of path
distance from upstream girth weld,length of path
distance to downstream girth weld,length of path
distance to nearest downstream marker,length of path
donor number density,indirect property
dose equivalent,property
drag pressure,indirect property
drift diameter,inside diameter
drift diameter t & c,inside diameter
drop point,indirect property
dry point,indirect property
dry weight,weight
dynamic friction factor,property
dynamic load,indirect property
dynamic pressure,indirect property
earth fault current,fault current
earthing resistor,indirect property
earthquake load,dynamic load
effective multiplication factor,indirect property
efficiency,ratio
elbow flanged end center to end length design,indirect property
elbow inside threaded end center to face of band length design,indirect property
elbow socket-welding center to bottom socket length design,indirect property
electric charge,property
electric current,property
electric current density,property
electric dipole moment,property
electric dipole moment of molecule,property
electric field strength,property
electric flux,property
electric flux density,property
electric polarizability of molecule,property
electric polarization,property
electric potential,property
electric potential difference,property
electric susceptibility,property
electrical cable resistance at 20 deg. C,resistance (to direct current)
electrical cable resistance at 85 deg. C,resistance (to direct current)
electrical energy,indirect property
electrical frequency,indirect property
electrolytic conductivity,indirect property
electromotive force,property
electron affinity,property
electron number density,property
elementary charge,indirect property
emission,property
emissivity,ratio
end to end length,straight linear distance
energy,property
energy fluence,indirect property
energy fluence rate,rate
energy imparted,indirect property
energy loss,indirect property
energy loss factor,ratio
energy shortfall,indirect property
enthalpy,property
entropy,property
equivalent absorption area of a surface or object,indirect property
erosion depth,indirect property
escape route height,height
escape route width,width
estimated average height,average height
estimated dry weight,estimated weight
estimated operating weight,estimated weight
estimated weight,weight
euler number,property
evaporation point,indirect property
exchange integral,property
exhaust gas power,indirect property
expiration date,indirect property
explosion load,dynamic load
explosion load pressure impulse,indirect property
exposure,indirect property
exposure rate,rate
extent of reaction,indirect property
external blast load,dynamic load
external design pressure,design pressure
external pressure,indirect property
external thread allowance,outside diameter
external thread lower limit major diameter,outside diameter
external thread lower limit minor diameter,outside diameter
external thread lower limit pitch diameter,outside diameter
external thread major diameter,outside diameter
external thread major diameter tolerance,outside diameter
external thread pitch diameter tolerance,outside diameter
external thread upper limit major diameter,outside diameter
external thread upper limit pitch diameter,outside diameter
failure frequency,indirect property
faraday constant,property
fast fission factor,property
fatigue strength,indirect property
fault clearance time,indirect property
fault current,indirect property
fault current interruption time,indirect property
fault impedance,indirect property
ferets particle diameter,particle diameter
fermi angular repetency,indirect property
fermi energy,indirect property
fermi temperature,indirect property
fine-structure constant,property
fire extinguiser propellant gas capacity,indirect property
fire extinguisher reach distance,straight linear distance
fire extinguising agent capacity,indirect property
fire load,indirect property
fire point,indirect property
first radiation constant,property
flame detector field of view angle,indirect property
flame detector response distance,straight linear distance
flanged thermowell insertion length,thermowell insertion length
float travel,straight linear distance
flock point,indirect property
flow measuring range,measuring range
flow rate,rate
flow rate at lower limit differential pressure,indirect property
flow rate at lower limit flow,indirect property
flow rate at upper limit differential pressure,indirect property
flow rate at upper limit flow,indirect property
flow rate mole basis,flow rate
flow rate per area mass basis,flow rate
flow rate per area mole basis,flow rate
flow rate per area volume basis,flow rate
flow rate per length mass basis,flow rate
flow rate per length volume basis,flow rate
force,property
force per length,property
fouling factor,indirect property
foundation torque,indirect property
foundation torque on x-axis (longitudinal),foundation torque
foundation torque on y-axis (transverse),foundation torque
foundation torque on z-axis (vertical),foundation torque
fourier number,indirect property
fourier number for mass transfer,indirect property
freespan free length,length of path
freespan height,height
freezing temperature,indirect property
freezing temperature at standard conditions,freezing temperature
frequency,property
frequency interval,property
frequency measuring range,measuring range
frequency measuring range 1 - 10000 Hz,indirect property
friction loss,indirect property
froude number,property
fuel consumption,indirect property
fuel mileage,indirect property
fugacity of b (in a gaseous mixture),indirect property
fundamental lattice vector,indirect property
fundamental reciprocal lattice vectors,indirect property
gain,ratio
gap,straight linear distance
gap energy,indirect property
gas molecular weight,indirect property
gauge pressure,indirect property
gear ratio,indirect property
geographical latitude,indirect property
geographical longitude,indirect property
g-factor of atom or electron,property
g-factor of nucleus or nuclear particle,property
gibbs free energy,indirect property
GR neisen parameter,property
grand-canonical partition function,property
grashof number,property
grashof number for mass transfer,property
gravitational constant,property
gravitational force,indirect property
gross head of hydroelectric power station,head
gross longitudinal centre of gravity distance,longitudinal centre of gravity distance
gross thermal efficiency of a unit,indirect property
gross total weight,total weight
gross transverse centre of gravity distance,transverse centre of gravity distance
gross vertical centre of gravity distance,vertical centre of gravity distance
group velocity,indirect property
gyromagnetic coefficient,property
half-life,indirect property
half-thickness,indirect property
hall coefficient,property
hardness,property
hartmann number,property
hartree energy,indirect property
head,indirect property
heat capacity,property
heat emission,heat generated
heat emission during operation,heat emission
heat emission on standby,heat emission
heat energy,energy
heat flow,property
heat flow rate,flow rate
heat generated,indirect property
heat generation unit,property
heat rate,indirect property
heat release rate,indirect property
heat transfer coefficient,property
heave speed,indirect property
height,straight linear distance
height of raised face standout,height
helmholtz free energy,indirect property
high voltage,voltage
highest voltage of a system,indirect property
holding current,indirect property
hole number density,property
hot locked rotor time,indirect property
hub angle,indirect property
hub cylinder length,straight linear distance
hydraulic power,indirect property
hydrostatic test pressure,test pressure
hydrostatic test weight,test weight
hysteresis,property
IEC 902 characteristic value,indirect property
ignition temperature,indirect property
illuminance,property
impact energy,indirect property
impedance,property
impedance voltage,indirect property
impeller diameter,diameter
impulse,property
inertia,property
infinite medium multiplication factor,property
infrared free cylinder diameter,diameter
inlet design pressure,design pressure
inlet flow rate,indirect property
inlet pressure,indirect property
inlet pressure at lower limit differential pressure,inlet pressure
inlet pressure at lower limit flow,inlet pressure
inlet pressure at normal differential pressure,inlet pressure
inlet pressure at upper limit differential pressure,inlet pressure
inlet pressure at upper limit flow,inlet pressure
inlet temperature,indirect property
inner fillet radius,radius
input impedance,indirect property
inrush current,indirect property
inrush current half peak value time,indirect property
inside area,indirect property
inside diameter,diameter
inside diameter range,diameter range
inside flange corner radius,radius
inside surface area,indirect property
inside web corner radius,radius
inspection date,indirect property
inspection interval,indirect property
installation date,indirect property
insulation thickness,thickness
intermittent spanning length,length of path
internal conversion factor,ratio
internal design pressure,design pressure
internal pressure,indirect property
internal thread lower limit minor diameter,inside diameter
internal thread lower limit pitch diameter,inside diameter
internal thread major diameter,inside diameter
internal thread minor diameter tolerance,inside diameter
internal thread pitch diameter tolerance,inside diameter
internal thread upper limit major diameter,inside diameter
internal thread upper limit minor diameter,inside diameter
internal thread upper limit pitch diameter,inside diameter
internal volume,indirect property
interval transit time,indirect property
intrinsic number density,property
inventory weight,weight
ion number density,property
ionic strength,property
irradiance,property
isentropic exponent,ratio
kerma,property
kinematic viscosity,property
kinetic energy,indirect property
knudsen number,property
kp distance,length of path
landau-ginzburg number,property
larmor angular frequency,indirect property
last revised date,indirect property
latent heat of fusion,indirect property
latent heat of vaporization,indirect property
lateral critical speed,indirect property
lattice plane spacing,indirect property
lattice vector,indirect property
lay ratio,ratio
lead time,indirect property
leakage current,indirect property
leakage factor,property
leakage rate,indirect property
length center to end of pipe elbow bevelled end,shape dimension
length of lay,shape dimension
length of path,shape dimension
length per volume,property
length tan tan,straight linear distance
lethargy,property
level of a field quantity,indirect property
level of a power quantity,indirect property
level width,indirect property
lewis number,property
light exposure,indirect property
limited-end-float,straight linear distance
linear absorption coefficient,property
linear attenuation coefficient,property
linear electric current density,property
linear energy transfer,property
linear expansion coefficient,property
linear ionization by a particle,property
linear strain,ratio
linear velocity,indirect property
lineic mass,indirect property
liquid volume,indirect property
load factor,indirect property
load factor relative to upper limit load,load factor
load impedance,indirect property
load loss,active power
locked rotor torque,torque
locked rotor torque multiplier,indirect property
log distance,length of path
logarithmic decrement,property
london penetration depth,indirect property
longitudinal centre of gravity,straight linear distance
longitudinal centre of gravity distance,straight linear distance
lorenz coefficient,property
loss angle,indirect property
loss factor,ratio
loudness,property
low voltage,voltage
lower critical magnetic flux density,indirect property
lower limit acceptable wall thickness,wall thickness
lower limit allowable rotational speed,indirect property
lower limit allowable temperature,allowable temperature
lower limit allowed pressure,design pressure
lower limit ambient operating humidity,indirect property
lower limit ambient storage humidity,indirect property
lower limit bevelled end inner bevel angle,bevelled end inner bevel angle
lower limit bevelled end inner bevel thickness,bevelled end inner bevel thickness
lower limit bevelled end off angle,indirect property
lower limit bevelled end off plane,indirect property
lower limit bevelled end outer bevel angle,bevelled end outer bevel angle
lower limit bevelled end plain bevel angle,bevelled end plain bevel angle
lower limit bevelled end root face thickness,bevelled end root face thickness
lower limit bevelled end wall thickness,bevelled end wall thickness
lower limit brake force,brake force
lower limit calculated valve flow coefficient,lower limit valve flow coefficient
lower limit cap threaded end wall thickness,wall thickness
lower limit center to bottom of socket-welding end length,indirect property
lower limit clearance above,indirect property
lower limit clearance behind,indirect property
lower limit clearance front,indirect property
lower limit clearance side,indirect property
lower limit conductivity,indirect property
lower limit continous thermal flow,indirect property
lower limit continuous stable flow,indirect property
lower limit controllable valve flow coefficient,lower limit valve flow coefficient
lower limit counter bore diameter,inside diameter
lower limit cross center to outlet end length,indirect property
lower limit cross center to run end length,indirect property
lower limit crown radius,radius
lower limit crown section thickness,thickness
lower limit cylindrical section thickness,thickness
lower limit design pressure,design pressure
lower limit design temperature,design temperature
lower limit displacement per revolution,displacement per revolution
lower limit elbow angle,indirect property
lower limit elbow flanged end center to end length,straight linear distance
lower limit elbow inside threaded end center to face of band length,straight linear distance
lower limit elbow socket-welding center to bottom socket length,straight linear distance
lower limit electrical current,indirect property
lower limit end to end length,end to end length
lower limit flammability concentration,indirect property
lower limit frequency,electrical frequency
lower limit gasket contact face outside diameter,outside diameter gasket contact face
lower limit guaranteed torque,torque
lower limit height,height
lower limit hub cylinder length,hub cylinder length
lower limit hydraulic power,hydraulic power
lower limit impeller diameter,impeller diameter
lower limit inlet flow rate,indirect property
lower limit inlet pressure,inlet pressure
lower limit inner knucle radius,radius
lower limit liquid density,indirect property
lower limit liquid volume,liquid volume
lower limit lowering speed,lowering speed
lower limit operating ambient temperature,indirect property
lower limit operating inlet temperature,inlet temperature
lower limit operating pressure,operating pressure
lower limit operating temperature,operating temperature
lower limit operating voltage,lower limit voltage
lower limit operating volume,operating volume
lower limit operating volume flow rate,indirect property
lower limit outlet pressure,outlet pressure
lower limit outside diameter,outside diameter
lower limit outside diameter of flanged end,indirect property
lower limit pipe elbow bevelled end center to end length,indirect property
lower limit pipe flange thickness,pipe flange thickness
lower limit power consumption,power consumption
lower limit pressure,indirect property
lower limit pressure drop gradient,indirect property
lower limit pressure rating-dynamic,dynamic pressure
lower limit pressure rating-static,lower limit pressure
lower limit raised portion outside diameter,outside diameter
lower limit recomended installation temperature,lower limit temperature
lower limit required pressure,required pressure
lower limit selected valve flow coefficient,lower limit valve flow coefficient
lower limit socket-welding body wall thickness,indirect property
lower limit socket-welding end bore diameter,indirect property
lower limit socket-welding end socket depth,wall thickness
lower limit socket-welding end wall thickness,shape dimension
lower limit span,indirect property
lower limit starting time,starting time
lower limit storage ambient temperature,storage ambient temperature
lower limit submergence,indirect property
lower limit supply pressure,supply pressure
lower limit tee center to outlet end length,indirect property
lower limit tee center to run end length,indirect property
lower limit temperature,indirect property
lower limit thickness of flange end,indirect property
lower limit threaded body wall thickness,indirect property
lower limit threaded length,threaded length
lower limit valve flow coefficient,valve flow coefficient
lower limit voltage,indirect property
lower limit volume,indirect property
lowering speed,indirect property
lowest voltage of a system,indirect property
lubrication interval,indirect property
luminance,property
luminous efficacy,property
luminous efficiency,efficiency
luminous exitance,property
luminous flux,property
mach number,property
madelung constant,property
magnetic constant,property
magnetic field strength,property
magnetic flux,property
magnetic flux quantum,property
magnetic force,indirect property
magnetic hysteresis,hysteresis
magnetic induction,property
magnetic moment,property
magnetic moment of particle or nucleus,property
magnetic polarization,property
magnetic potential difference,property
magnetic reynolds number,property
magnetic susceptibility,property
magnetic vector potential,property
magnetization,property
magnetomotive force,property
martins particle diameter,particle diameter
mass attenuation coefficient,property
mass concentration of b,property
mass energy transfer coefficient,property
mass excess,property
mass flow rate,flow rate
mass fraction of b,ratio
massic activity,property
massic optical rotatory power,property
massic volume,ratio
massieu function,property
maximum pressure,indirect property
mean energy imparted,indirect property
mean free path,straight linear distance
mean life,indirect property
mean linear range,indirect property
mean mass range,indirect property
mean preventive maintenance time,indirect property
mean time between failure,indirect property
mean time between maintenance,indirect property
mean time to failure,indirect property
mean time to repair,indirect property
measured dry weight,measured weight
measured height of raised face standout,height of raised face standout
measured outside diameter gasket contact face,outside diameter gasket contact face
measured pipe flange thickness,pipe flange thickness
measured taper angle,taper angle
measured weight,weight
measurement threshold,indirect property
measuring range,range
mechanical impedance,property
medium voltage,indirect property
melting temperature,indirect property
mesh density,straight linear distance
metacentre,indirect property
metal-loss area,indirect property
metal-loss cluster average depth,indirect property
metal-loss cluster length,indirect property
metal-loss cluster peak depth,indirect property
metal-loss cluster width,indirect property
metal-loss depth,indirect property
metal-loss length,straight linear distance
metal-loss width,width
meter factor,property
meter tube downstream length,straight linear distance
meter tube upstream length,straight linear distance
metric valve flow coefficient,valve flow coefficient
microcanonical partition function,property
microwave transducer blocking distance,straight linear distance
mid point temperature,indirect property
migration area,indirect property
migration length,indirect property
minimum pressure,indirect property
mobility,property
mobility ratio,property
modulus of admittance,property
modulus of elasticity,property
molality of solute b,property
molar absorption coefficient,property
molar attenuation coefficient,property
molar conductivity,property
molar entropy,property
molar gas constant,property
molar heat capacity,property
molar mass,property
molar optical rotatory power,property
molar thermodynamic energy,property
molar volume,property
mole fraction of b,ratio
mole ratio of solute b,ratio
molecular concentration of b,indirect property
molecular partition function,property
molecular weight,property
moment of a couple,indirect property
moment of force,indirect property
moment of inertia,property
moment of inertia ref u axis,indirect property
moment of inertia ref v axis,indirect property
moment of inertia ref x axis,indirect property
moment of inertia ref y axis,indirect property
moment of momentum,indirect property
momentum,property
multiplication factor,property
mutual inductance,property
neel temperature,indirect property
negative sequence current component,indirect property
negative sequence voltage component,indirect property
net head of a hydroelectric power station,head
net positive suction head,head
net positive suction head available,net positive suction head
net positive suction head required,net positive suction head
net thermal efficiency of a unit,indirect property
net total weight,total weight
neutral point displacement voltage,indirect property
neutron fluence rate,property
neutron number,property
neutron source density,property
neutron speed,property
neutron yield per absorption,property
neutron yield per fission,property
no fault found factor,indirect property
noise emission,property
no-load loss,active power
nominal bolt circle diameter,nominal diameter
nominal bolt diameter,nominal diameter
nominal bolt hole diameter,nominal diameter
nominal burst pressure,nominal pressure
nominal design pressure,design pressure
nominal diameter,diameter
nominal handle length,nominal length
nominal handle width,nominal width
nominal height raised face standout,height of raised face standout
nominal inside diameter,nominal diameter
nominal length,shape dimension
nominal length center to bottom of socket-welding end,nominal length
nominal length center to end of pipe elbow bevelled end,nominal length
nominal operating temperature,operating temperature
nominal outside diameter,nominal diameter
nominal outside diameter gasket contact face,nominal outside diameter
nominal outside diameter of flanged end,nominal outside diameter
nominal outside diameter of hub,nominal outside diameter
nominal pipe flange thickness,pipe flange thickness
nominal pressure,indirect property
nominal supply frequency,supply frequency
nominal supply voltage,supply voltage
nominal thickness,thickness
nominal voltage,indirect property
nominal voltage of a system,nominal voltage
nominal weight,weight
nominal width,width
normal brake force,brake force
normal design inlet temperature,design temperature
normal design lowering speed,lowering speed
normal design outlet temperature,design temperature
normal design pressure,indirect property
normal design raising speed,raising speed
normal design temperature,design temperature
normal design volume flow rate,indirect property
normal operating ambient temperature,indirect property
normal operating back pressure,back pressure
normal operating density,density at flow condition
normal operating flow velocity,indirect property
normal operating inlet pressure,inlet pressure
normal operating power consumption,power consumption
normal operating pressure,operating pressure
normal operating pressure drop,indirect property
normal operating pressure drop gradient,indirect property
normal operating temperature,operating temperature
normal operating vapour compressibility factor,vapour compressibility factor
normal operating vapour pressure,vapour pressure
normal operating viscosity,viscosity at t
normal operating volume,operating volume
normal operating volume flow rate,indirect property
normal storage ambient temperature,storage ambient temperature
normal stress,indirect property
nuclear precession angular frequency,indirect property
nuclear quadrupole moment,property
nuclear radius,radius
nucleon number,property
nuclidic mass,property
number of conductor groups,indirect property
number of cubicles,indirect property
number of molecules or other elementary entities,indirect property
number of phases,indirect property
number of plates,indirect property
number of poles,indirect property
number of required cables,indirect property
nusselt number,property
nusselt number for mass transfer,property
operating level,indirect property
operating pressure,indirect property
operating pressure range,range
operating temperature,indirect property
operating temperature range,range
operating voltage,indirect property
operating voltage of a system,operating voltage
operating voltage range,operating voltage
operating volume,indirect property
operating weight,weight
optical density,property
orifice area,cross section area
orifice area calculated,orifice area
orifice area selected,orifice area
orifice bore diameter,inside diameter
orifice meter tube downstream length,straight linear distance
orifice meter tube upstream length,straight linear distance
osmotic coefficient of solvent a (especially in dilut liquid solution),property
osmotic pressure,indirect property
outlet design pressure,design pressure
outlet flow rate,indirect property
outlet pressure,indirect property
outlet temperature,indirect property
output signal lower limit,indirect property
outside diameter,diameter
outside diameter gasket contact face,outside diameter
outside diameter of flanged end,outside diameter
outside diameter of hub,outside diameter
outside diameter raised portion,outside diameter
outside diameter range,diameter range
outside fillet radius,radius
outside surface area,indirect property
overall height,straight linear distance
overall length,straight linear distance
overall width,straight linear distance
overcurrent,indirect property
overload current,indirect property
overpressure,indirect property
packing fraction,ratio
parachor,property
partial pressure of b,indirect property
particle diameter,diameter
particle drag diameter,particle diameter
particle fluence,property
particle fluence rate,property
particle perimeter diameter,particle diameter
particle projected area diameter,particle diameter
particle sift diameter,width
particle stokes diameter,particle diameter
particle surface diameter,particle diameter
particle surfacevolume diameter,particle diameter
particle volume diameter,particle diameter
peclet number,property
peclet number for mass transfer,property
peltier coefficient for substances a and b,property
period,indirect property
period of time,property
permeance,property
permittivity,property
permittivity of vacuum,possible individual
ph,property
phase coefficient,property
phase difference,property
phase to earth voltage,indirect property
phase to neutral voltage,indirect property
phase to phase voltage,indirect property
phase velocity,indirect property
phase-to-earth clearance,clearance
phase-to-phase clearance,clearance
photon exitance,property
photon exposure,property
photon flux,property
photon intensity,property
photon irradiance,property
photon luminance,property
photon number,property
pipe flange thickness,thickness
piping design pressure,design pressure
piping flange hub length,straight linear distance
piping flange hub nominal length,piping flange hub length
piston velocity,indirect property
pit depth,shape dimension
pitot tube diameter,diameter
pitot tube insertion length,straight linear distance
planck constant,possible individual
planck function,property
plastic modulus,property
plastic section modulus about x axis,indirect property
plastic section modulus about y axis,indirect property
pneumatic test pressure,test pressure
pointer deflection,indirect property
poisson ratio,ratio
porosity,ratio
positive sequence current component,indirect property
positive sequence voltage component,indirect property
potential difference,indirect property
potential energy,indirect property
pour point,indirect property
power,property
power (for direct current),indirect property
power consumption,indirect property
power consumption at lower limit load,power consumption
power consumption at upper limit load,power consumption
power factor,ratio
power per area,property
poynting vector,property
prandtl number,property
pressure,property
pressure coefficient,property
pressure drop at full range,indirect property
pressure drop at lower limit differential pressure,indirect property
pressure drop at lower limit flow,indirect property
pressure drop at upper limit differential pressure,indirect property
pressure drop at upper limit flow,indirect property
pressure drop gradient,indirect property
pressure gradient,property
pressure load,indirect property
pressure measuring range,measuring range
pressure raise,indirect property
pressure stress,indirect property
preventive maintenance interval,indirect property
price,property
price per dozen,indirect property
price per hundred,indirect property
price per thousand,indirect property
price per unit,indirect property
process design pressure,design pressure
productivity index,property
profile bulb radius,radius
profile constant thickness web height,height
profile crossection area,cross section area
profile flange thickness,thickness
profile flange width,width
profile flange-web radius,radius
profile inside corner radius,radius
profile sloped flange thickness,thickness
profile surface area pr unit of length,indirect property
profile surface area pr unit of mass,indirect property
profile web thickness,thickness
propagation coefficient,property
prospective touch voltage,touch voltage
proton number,property
quality factor,ratio
quantity of light,property
radial and mixed flow impeller diameter,impeller diameter
radial load,indirect property
radiance,property
radiance exposure,property
radiant energy,indirect property
radiant energy density,property
radiant energy fluence,property
radiant exitance,property
radiant flux,rate
radiant intensity,property
radiant power,indirect property
radioactivity,property
radius,shape dimension
radius of gyration,radius
raising speed,indirect property
range,indirect property
rate,property
rated air consumption,air consumption
rated capacitance of a capacitor,capacitance of a capacitor
rated current,indirect property
rated efficiency,indirect property
rated efficiency at 1/1 load,indirect property
rated efficiency at 3/4 load,indirect property
rated frequency,electrical frequency
rated hydraulic power,hydraulic power
rated impeller diameter,impeller diameter
rated output at duty type s1,rated output power
rated output power,indirect property
rated power consumption,power consumption
